dep,1=的
hdcb,1=黄
pnkk,1=品
jmsv,1=见
yugh,1=鱼
bzsp,1=北
vrch,1=转
kktv,1=考
buhj,1=布
hekl,1=喝
tilb,1=题
zibz,1=字
ijwp,1=产
ihsj,1=常
ubvw,1=收
dver,1=队
aaeh,1=阿
udyy,1=双
lqwo,1=刘
kbkh,1=口
gemw,1=格
bkbv,1=包
hzsq,1=黑
jiav,1=记
lakf,1=啦
vurd,1=住
jccw,1=较
fgpc,1=风
vipk,1=知
ookp,1=哦
irbp,1=穿
njtl,1=男
mlfl,1=卖
qyuq,1=清
jcwc,1=交
jdah,1=讲
rbsr,1=肉
gdsv,1=光
bkrk,1=保
glvw,1=改
rfrp,1=任
houp,1=活
xdel,1=香
fhdp,1=房
sihv,1=死
tbfj,1=投
sivk,1=司
fzgb,1=费
qxsh,1=且
jctw,1=教
yahh,1=亚
refq,1=热
hrfg,1=换
ufud,1=深
thuv,1=汤
qqwh,1=球
slbb,1=赛
uish,1=师
rjpq,1=然
jusk,1=局
zort,1=坐
nakv,1=哪
lshd,1=龙
qyxq,1=情
jxfw,1=接
ubdl,1=首
yrkb,1=员
ufdl,1=神
uhwk,1=商
mulh,1=目
yilp,1=易
njyr,1=难
drpj,1=段
jubk,1=句
yphi,1=云
yhmd,1=样
jnry,1=仅
jptb,1=均
gscb,1=共
pmpv,1=片
wupb,1=物
golm,1=果
idro,1=创
bkbd,1=宝
yrhg,1=远
mnvv,1=民
ueaj,1=设
jnrv,1=今
qqhd,1=求
wzrg,1=微
fuho,1=副
mjuc,1=满
pzsv,1=配
vjsd,1=展
plfp,1=拍
dkpg,1=岛
dlrh,1=代
vddd,1=装
gufk,1=古
yiwx,1=意
jpdc,1=军
ybuw,1=游
qipv,1=气
bmrh,1=便
uusd,1=属
uibk,1=石
wzir,1=维
qikk,1=器
cgsi,1=层
zgtd,1=增
lquw,1=流
vfjf,1=镇
zklf,1=早
pjvh,1=盘
liwh,1=立
tvfr,1=推
mjwo,1=蛮
irrh,1=传
nais,1=纳
jijv,1=几
bjld,1=办
zoxt,1=座
jiaf,1=计
vgah,1=证
jmrp,1=件
vifh,1=直
dcap,1=调
bavv,1=巴
lykl,1=另
uiah,1=试
pmgc,1=篇
vjsk,1=占
lmhd,1=联
yirv,1=亿
ufpp,1=身
jxcs,1=节
ksbh,1=空
fjsp,1=饭
wzkh,1=味
jddl,1=奖
xylq,1=星
fjpy,1=反
vbds,1=州
jqpd,1=久
jimp,1=极
plfs,1=排
erpv,1=儿
heuh,1=河
uird,1=食
vghh,2=整
ynjx,1=银
lepx,1=乐
hoqd,1=火
segv,1=色
yhmv,1=杨
pkzb,1=跑
vuud,1=注
vjsh,1=战
herh,1=何
jxgo,1=解
byzd,1=病
wuwl,1=务
kkph,1=靠
dcfs,1=掉
wjlg,1=晚
trsp,1=团
gdxp,1=广
tmth,1=田
bouv,1=波
nqps,1=牛
lqwb,1=六
bjds,1=半
yycl,1=英
iacm,1=茶
hakr,1=哈
gfmx,1=根
ljdh,1=兰
uikd,1=史
gehg,1=歌
jqus,1=酒
pivy,1=皮
bmlg,1=边
qpvd,1=群
liwi,1=离
zjpb,1=赞
iamh,1=查
yirv,2=伊
dsxc,1=懂
bohh,1=博
hwhs,1=画
yphg,1=运
iift,1=持
lqpt,1=留
vify,1=支
uedt,1=社
ffdb,1=粉
whrd,1=往
gsrc,1=供
jxrt,1=街
fuyv,1=服
kytv,1=块
babd,1=八
fuhl,1=夫
bidd,1=必
quhy,1=取
viui,1=治
tatc,1=塔
uicv,1=世
rgrv,1=仍
aopl,1=奥
zuzr,1=足
yruh,1=源
gbbb,1=购
jduh,1=江
qxho,1=切
uids,1=视
bzmh,1=杯
yjlx,1=眼
qrmy,1=权
jiyn,1=鸡
bcmh,1=标
jusb,1=具
bjwd,1=班
nisv,1=尼
ciav,1=词
vghw,1=政
mumd,1=木
uumy,1=树
igek,1=程
cojc,1=错
kuxc,1=库
rock,1=若
gkfw,1=搞
sveh,1=随
yreb,1=院
ugpc,1=升
yhds,1=养
kkqt,1=烤
jxit,1=结
lbmd,1=楼
yuah,1=语
busp,1=步
ybrh,1=优
pudl,1=普
xpav,1=讯
fudh,1=福
sofi,1=索
sfmm,1=森
vpdr,1=准
momc,1=模
wukl,1=吴
lyrh,1=领
yihv,1=医
kebk,1=客
ybhy,2=友
pmrd,1=偏
gojk,1=锅
fzvd,1=飞
gbbp,1=够
lcdd,1=料
lmyr,1=脸
xicj,1=希
lawh,1=辣
vucl,1=著
xiup,1=洗
jywx,1=京
huds,1=户
qyqy,1=青
grys,1=观
uumd,1=术
jydq,1=精
blhl,1=百
anbm,1=案
jivv,1=己
louw,1=洛
vrhd,1=专
yylp,1=影
mgmd,1=梦
jxts,1=界
ykcd,1=药
vklq,1=照
huuf,1=湖
vipb,1=质
zkpg,1=造
sucd,1=苏
qihv,1=七
uith,1=士
ugtp,1=声
jiez,1=季
manv,1=妈
ghuc,1=港
fggw,1=峰
irps,1=川
drph,1=短
jdew,1=降
yrsv,1=园
yyck,1=营
lxho,1=列
uaus,1=沙
vhug,1=涨
yekf,1=叶
hocd,1=获
mjxl,1=慢
fubt,1=富
plup,1=派
yakh,1=呀
xtph,1=血
xcmw,1=校
vsrr,1=众
rfar,1=认
vutq,1=煮
iuer,1=除
sitx,1=思
grbh,1=官
yiwd,1=亦
ikqx,1=炒
ugyt,1=圣
xyhp,1=形
yuvh,1=预
gvhs,1=规
qrsv,1=圈
vktc,1=赵
juds,1=举
noac,1=诺
xqrs,1=修
mzmp,1=梅
yjth,1=盐
hrwh,1=环
keal,1=课
jylx,1=景
horb,1=货
jitk,1=吉
lpar,1=论
vitx,1=志
txjp,1=铁
xuap,1=许
pobv,1=破
hjrk,1=含
tkli,1=套
pcsx,1=票
fhew,1=防
clpm,1=采
plpp,1=牌
zohh,1=左
dagk,1=答
gbvb,1=狗
qirh,1=企
qils,1=奇
lzyt,1=雷
xmlh,1=显
buds,1=补
wahd,1=瓦
hjuy,1=汉
qycv,1=轻
tjaq,1=谈
suqi,1=素
cjip,1=参
ssmb,1=松
ukqh,1=烧
ensx,1=恩
dkrh,1=倒
ouhg,1=欧
ufrf,1=什
juso,1=剧
lpcr,1=轮
jrdv,1=卷
lgdr,1=冷
jydg,1=净
rsbk,1=容
tuth,1=土
lyrd,1=令
dhsv,1=党
tyrw,1=停
uipv,1=氏
uihx,1=示
jcgs,1=角
yuwd,1=玉
tofp,1=托
tmpc,1=甜
uakr,1=啥
jqpv,1=九
lvwp,1=旅
makx,1=嘛
siih,1=丝
xcgl,1=笑
gehs,1=哥
iphl,1=春
jiff,1=技
khxu,1=康
lzcl,1=勒
bjmp,1=板
xqep,1=秀
clbh,1=财
qmpf,1=千
wful,1=温
paxp,1=怕
xiit,1=细
cphz,1=存
yhel,1=阳
vipl,1=智
xmex,1=限
xwhw,1=夏
disg,1=迪
fjpv,1=翻
dixd,1=底
llcm,1=莱
qcmp,1=桥
xcus,1=消
suhg,1=速
rvwg,1=瑞
vihw,1=致
tlhu,1=泰
yurm,1=余
dkvc,1=导
iudo,1=初
drwg,1=端
ugyp,1=胜
bzsy,1=背
yjbh,1=研
xurr,1=徐
yidc,1=义
vupm,1=朱
isdk,1=冲
txbs,1=贴
fupw,1=复
uhrp,1=伤
spzx,1=孙
eebh,1=额
bzbr,1=贝
yjub,1=演
jusk,2=居
uiwp,1=施
yelv,1=野
jqsl,1=旧
mkvc,1=猫
qnwm,1=亲
yngs,1=引
wuhd,1=武
xmgd,1=鲜
xipx,1=息
tsiw,1=统
ljch,1=蓝
sitc,1=寺
jtdv,1=觉
lirh,1=例
lihd,1=丽
uacm,1=杀
lmih,1=练
jwrv,1=假
uefh,1=摄
lugl,1=鲁
uvlp,1=睡
wjbb,1=碗
yahd,1=压
uibt,1=室
bhmh,1=棒
thxk,1=唐
dphh,1=顿
jpvk,1=君
slbt,1=塞
gsbk,1=宫
ldwj,1=亮
gkpk,1=告
xitk,1=喜
hjfh,1=韩
thdx,1=糖
qtbg,1=确
mocl,1=莫
xdip,1=乡
xydb,1=兴
hemw,1=核
jwrt,1=佳
hufy,1=胡
ldch,1=辆
gshl,1=功
ybhk,1=右
ynwl,1=音
rsho,1=融
sacp,1=萨
bydu,1=冰
vusl,1=助
fjcv,1=范
lttw,1=略
hlzw,1=孩
vkfo,1=招
xdgd,1=象
dyhs,1=丁
gldh,1=盖
uhsk,1=尚
whww,1=望
wzhd,1=威
yjak,1=言
xuif,1=续
jmdh,1=减
zsbx,1=宗
xxap,1=谢
lock,1=落
xmer,1=险
jwtk,1=嘉
fuxc,1=府
uifl,1=势
xtyx,1=雪
vvpg,1=追
jcyt,1=脚
jixh,1=既
uini,1=始
vgde,1=郑
vish,1=止
jxsh,1=届
ipih,1=纯
yuwy,1=育
thst,1=堂
uwso,1=刷
yybh,1=硬
mkpv,1=毛
ysdd,1=永
lviv,1=绿
grsb,1=馆
srsi,1=酸
myrs,1=命
yirw,1=依
lzti,1=累
dlfb,1=戴
jiuw,1=济
dicj,1=蒂
yuyd,1=雨
bzwt,1=备
hyth,1=坏
jnsd,1=尽
jmrv,1=健
dgvh,1=登
qiws,1=齐
dlrt,1=待
ksfb,1=控
mgcd,1=蒙
jtdv,2=决
cjsd,1=餐
vddl,1=状
gwft,1=挂
vihk,1=职
yahr,1=雅
gowe,1=郭
bigv,1=笔
xwoh,1=虾
furc,1=付
gvsx,1=归
pyah,1=评
zeuy,1=泽
tczp,1=跳
nybs,1=宁
qiup,1=汽
vrbd,1=赚
vaqp,1=炸
jiek,1=积
dxzp,1=跌
ceub,1=测
yidh,1=益
jxmq,1=杰
gufw,1=故
uiat,1=诗
lrpv,1=乱
huhh,1=互
mjly,1=曼
ughh,1=盛
pajp,1=帕
vish,2=置
chcd,1=藏
gubk,1=谷
dumt,1=杜
ynpv,1=印
lddd,1=良
fugb,1=负
bmid,1=编
jddh,1=酱
viuf,1=汁
uisp,1=饰
tyhs,1=厅
xcww,1=效
dyhh,1=顶
xmhd,1=咸
rrcg,1=软
vwfp,1=抓
ihkl,1=唱
vuvt,1=猪
jxrc,1=借
vhwf,1=章
lprr,1=伦
borp,1=伯
vdxt,1=庄
drdp,1=断
ldum,1=梁
ihhp,1=厂
ssbm,1=宋
ckcf,1=草
svko,1=虽
hbhz,1=厚
wzen,1=委
jwls,1=甲
uipd,1=失
aiti,1=埃
yiad,1=议
jmgl,1=简
hvhx,1=惠
wzvh,1=卫
uiak,1=识
ujdk,1=善
fgtc,1=封
bkql,1=爆
hwho,1=划
nsdd,1=农
dkoo,1=刀
xikp,1=吸
furg,1=佛
jihg,1=击
muvd,1=母
uuwq,1=熟
iswv,1=充
tvxg,1=退
ubrk,1=售
luss,1=卢
xcjs,1=销
ikfy,1=朝
nswc,1=弄
aicc,1=艾
qrdo,1=券
zuwp,1=族
munv,1=姆
xdkp,1=响
kukd,1=哭
jigx,1=急
mmgv,1=免
wzrh,1=伟
uucr,1=输
jiid,1=继
qush,1=曲
lyxq,1=灵
hufd,1=护
tszs,1=痛
qdfr,1=抢
viip,1=纸
tllx,1=态
yewd,1=夜
pkub,1=泡
mlqw,1=麦
qdth,1=墙
yjhp,1=严
wfeg,1=稳
gusy,1=骨
upph,1=顺
rscm,1=荣
wuph,1=乌
khfw,1=抗
jwlm,1=架
uipg,1=适
vosm,1=桌
fghs,1=丰
vsjk,1=钟
krbv,1=宽
bkfb,1=抱
djvo,1=蛋
yicv,1=艺
dgqh,1=灯
wzss,1=围
whwx,1=忘
lyyd,1=零
yulg,1=遇
tvyx,1=腿
ufls,1=申
xclh,1=晓
pifh,1=批
vbgd,1=粥
zidi,1=兹
xdwz,1=享
vefp,1=折
vlrq,1=债
djgd,1=弹
yiwd,2=衣
luyk,1=露
bkcc,1=薄
jddn,1=姜
yehb,1=页
uved,1=税
bjvj,1=般
lueh,1=陆
hett,1=赫
wust,1=屋
bzrw,1=倍
diuw,1=滴
spfk,1=损
jyca,1=警
mabv,1=码
duvo,1=独
clpp,1=彩
wjuw,1=湾
xuph,1=须
nkyw,1=脑
kgtw,1=坑
hbrs,1=候
jyqg,1=静
lidv,1=礼
xiyh,1=戏
fugs,1=弗
kelh,1=颗
yehe,1=耶
luvu,1=录
djuq,1=淡
xivh,1=习
lihl,1=历
vafv,1=扎
nmrx,1=念
qqeq,1=秋
mhxw,1=忙
vgzh,1=症
qtpv,1=缺
lnsp,1=临
lchp,1=聊
yhds,2=羊
hhvw,1=航
jiiv,1=纪
jnsi,1=紧
tcfp,1=挑
cegd,1=策
qyxl,1=庆
ubzy,1=瘦
hvuh,1=汇
vsiw,1=终
jmsh,1=监
fzch,1=菲
cvyg,1=脆
rfrh,1=仁
kuck,1=苦
bypb,1=兵
jieh,1=际
djph,1=丹
gbmb,1=构
fujh,1=幅
wfmh,1=闻
kddk,1=况
lhdy,1=朗
mawv,1=玛
irvj,1=船
bkrt,1=堡
hpul,1=混
ljqd,1=烂
yrsb,1=圆
bysd,1=饼
hwus,1=滑
vggs,1=争
blfs,1=摆
klgj,1=凯
lwrh,1=俩
jytw,1=境
jmro,1=剑
wzsv,1=尾
lsew,1=隆
diwj,1=帝
igvd,1=承
dafc,1=搭
mnpw,1=敏
zlfc,1=载
idxm,1=床
jtig,1=绝
jiwo,1=剂
ubbc,1=守
qmgh,1=签
gdvg,1=逛
jyhs,1=井
woup,1=沃
yibh,1=宜
dlrb,1=贷
dswd,1=冬
gjvw,1=敢
yubs,1=宇
nfnh,1=嫩
hoyq,1=霍
dyah,1=订
babv,1=爸
gyxy,1=怪
yuth,1=域
jxrs,1=介
jmmr,1=检
iiuv,1=池
jmjv,1=键
zvks,1=嘴
pzrp,1=佩
pzew,1=陪
dvtr,1=堆
uysj,1=帅
yjvr,1=验
mces,1=秒
mibg,1=密
hsuc,1=洪
fubc,1=父
ihsi,1=尝
yahp,1=牙
tsmv,1=桶
ivkg,1=吹
nlnv,1=奶
xxct,1=鞋
nsud,1=浓
qidk,1=启
xxhl,1=协
kwzl,1=跨
xsiq,1=熊
maxm,1=麻
rogg,1=弱
lmjc,1=链
dmsb,1=典
wzhs,1=韦
sjcw,1=散
ncnh,1=鸟
bksb,1=饱
chrv,1=仓
whlw,1=旺
husj,1=虎
jpve,1=郡
hrkx,1=患
yhud,1=洋
yrhx,2=愿
vgcq,1=蒸
ybhd,1=尤
tbeg,1=透
duqd,1=毒
igkw,1=呈
jqhw,1=救
hryg,1=欢
wups,1=舞
cerb,1=侧
ufud,2=沈
dsct,1=董
tubd,1=突
jqbv,1=究
hvsd,1=辉
bipj,1=币
mohm,1=末
yivc,1=异
midg,1=迷
gvpi,1=鬼
yiep,1=移
rpum,1=润
vudk,1=祝
pnfd,1=拼
mgcy,1=萌
qnhe,1=秦
sbfp,1=搜
clmh,1=材
jxhl,1=皆
nifv,1=拟
kszv,1=孔
xrbh,1=宣
bofp,1=播
cicr,1=茨
moxi,1=魔
zeqb,1=责
jmdd,1=兼
pydh,1=瓶
xynp,1=姓
jnps,1=斤
yywb,1=赢
yeuw,1=液
makh,1=骂
pztw,1=培
ufbs,1=审
ulls,1=晒
ufcv,1=甚
zues,1=租
toyd,1=脱
zvsh,1=罪
fgdv,1=冯
fuer,1=附
hyxh,1=怀
lddw,1=凉
xiup,2=溪
yjgb,1=岩
pfkf,1=喷
vbud,1=洲
bhmw,1=榜
vuvd,1=驻
lzul,1=泪
xshr,1=雄
nanv,1=娜
zkhg,1=遭
yjpd,1=延
qivl,1=骑
xxgo,2=蟹
igpd,1=乘
ihll,1=昌
jxns,1=姐
guhh,1=顾
juhd,1=聚
uirv,1=似
grdc,1=冠
jmst,1=坚
qiwp,1=旗
fjvv,1=犯
juhv,1=巨
vgrh,1=征
gjch,1=甘
ynsg,1=饮
ikuf,1=潮
hsbi,1=宏
pmvd,1=骗
fzyv,1=肥
jnuv,1=津
hkwd,1=豪
ckhl,1=曹
tswt,1=童
zorh,1=佐
qrpu,1=泉
qcps,1=乔
wzty,1=胃
yird,1=仪
ysvl,1=勇
kusp,1=酷
wzep,1=魏
dpkh,1=吨
gshw,1=攻
zfpx,1=怎
jiyj,1=肌
pyrj,1=凭
phyd,1=胖
pysc,1=屏
jyjw,1=镜
nrlp,1=暖
jwsb,1=贾
dsus,1=洞
tuur,1=涂
udhd,1=爽
yney,1=阴
gjtf,1=赶
nllx,1=奈
vugs,1=竹
xnwf,1=辛
tgzd,1=疼
clcx,1=蔡
fbhk,1=否
jpri,1=俊
pgyy,1=朋
xdgl,1=箱
ibfs,1=抽
zefy,1=择
niyh,1=腻
lvkk,1=吕
lvrv,1=律
ckfk,1=操
dbdf,1=斗
hgxh,1=恒
suse,1=酥
bhhe,1=邦
dbhh,1=豆
uiul,1=湿
zlrz,1=仔
vskx,1=忠
ghjs,1=钢
geeh,1=隔
kbfk,1=扣
sojs,1=锁
lico,1=莉
hlbk,1=害
dhms,1=档
idbh,1=窗
yubg,1=欲
pjup,1=潘
moxf,1=摩
dlrd,1=袋
vfjf,2=针
tyxd,1=庭
qdmr,1=枪
djfl,1=担
kfsy,1=肯
zisi,1=紫
vdfw,1=撞
ykkw,1=咬
xixj,1=席
lkcl,1=劳
jmvs,1=舰
gehd,1=戈
hpnp,1=婚
yjqq,1=炎
yaln,1=鸭
cafb,1=擦
wuak,1=误
tyth,1=町
jiup,1=激
hvhx,2=慧
pgtp,1=彭
gjyh,1=肝
juzh,1=距
igfs,1=撑
ufsy,1=肾
yjcq,1=燕
tmuh,1=添
uepc,1=射
vumd,2=柱
hjkh,1=喊
pgyn,1=鹏
wafb,1=挖
muep,1=穆
hjuh,1=汗
igah,1=诚
lhud,1=浪
jifw,1=挤
hbrv,1=侯
xsyb,1=胸
kewo,1=刻
erhh,2=耳
mzmw,1=枚
jywv,1=竞
safc,1=撒
irks,1=串
mosl,1=默
xysl,1=醒
bihg,1=逼
eerp,1=俄
bjfv,1=搬
viik,1=织
bmdg,1=遍
dgye,1=邓
fjjd,1=凡
vifp,2=执
uurv,1=舒
ukes,1=稍
xmrg,1=仙
hkup,1=浩
anlw,1=暗
xdad,1=详
lqmp,1=柳
jmdq,1=煎
svbw,1=碎
qsbl,1=穷
ykys,1=腰
yjwh,1=颜
iafp,1=插
dpqh,1=炖
curz,1=促
vuwp,1=珠
tmtf,1=填
ytxd,1=悦
yjqs,1=烟
uerk,1=舍
gbub,1=沟
xpap,1=训
xpxc,1=寻
yypg,1=迎
hvhq,1=灰
mucj,1=幕
jywv,2=竟
pujh,1=铺
hdpw,1=皇
ukio,1=绍
fhcp,1=芳
ibvh,1=丑
yrtd,1=袁
jpce,1=菌
yhfv,1=扬
iabx,1=察
jizl,1=疾
vbcs,1=轴
xnpg,1=欣
zuds,1=祖
pnsh,1=频
fgpy,1=凤
ciho,1=刺
xush,1=虚
qmuh,1=潜
zhyx,1=脏
bihf,1=毕
lmwx,1=恋
ourl,1=偶
blmp,1=柏
vsrk,1=仲
tihl,1=替
eesp,1=饿
yivb,1=翼
cscx,1=葱
vfyd,1=震
dqpi,1=丢
mofc,1=摸
nlvp,1=乃
jcrq,1=焦
clvq,1=猜
shym,1=桑
tofp,2=拖
vffh,1=振
lhde,1=郎
jxut,1=洁
iura,1=储
nius,1=泥
xqrm,1=休
herh,2=盒
xmsb,1=贤
lygr,1=岭
aoup,1=澳
iumr,1=楚
jdcc,1=蒋
jwhl,1=夹
cuds,1=粗
nunl,1=努
hgmc,1=横
wupf,1=午
bklu,1=暴
tjbg,1=碳
suap,1=诉
pjdo,1=判
wfiw,1=纹
ysfp,1=拥
pgbd,1=碰
nkmj,1=闹
qnwv,1=琴
lnwm,1=琳
lieu,1=黎
ximp,1=析
blbw,1=败
tbrr,1=偷
uhsb,1=赏
bjrd,1=伴
cvgq,1=崔
eehx,1=恶
jnhl,1=晋
rkih,1=绕
qmuh,2=浅
nlhc,1=耐
siei,1=私
kpsm,1=困
thuq,1=烫
xcsy,1=肖
yivq,1=乙
xytf,1=幸
moyc,1=膜
pfbh,1=盆
jwlh,1=驾
ykpg,1=邀
tjfd,1=探
gusk,1=固
jnjp,1=锦
uusl,1=署
gvcp,1=轨
hjbd,1=寒
mcxh,1=庙
gwpd,1=瓜
mznc,1=媒
ueus,1=涉
zapm,1=杂
xctz,1=孝
wjpd,1=丸
tsjs,1=铜
vuat,1=诸
ilfp,1=拆
ifld,1=晨
tkeb,1=陶
ubfp,1=授
lczs,1=疗
ghgc,1=岗
jwnb,1=嫁
xuxs,1=序
fzyh,1=肺
ugpo,1=剩
gecs,1=革
ikkx,1=吵
xddd,1=祥
yiay,1=译
rjum,1=染
yriv,1=缘
viyp,1=脂
tlyi,1=胎
vfwr,1=珍
bjfd,1=拌
puuh,1=浦
isod,1=虫
phwp,1=旁
hups,1=乎
jmdo,1=剪
bisg,1=避
ceph,1=册
ffco,1=芬
ytmv,1=阅
huud,1=沪
xijl,1=锡
xwkh,1=吓
kemh,1=柯
uacp,1=莎
tjtl,1=坦
ghsc,1=冈
tukt,1=吐
ihyv,1=肠
lxhq,1=烈
rfox,1=忍
fhtw,1=坊
kdvw,1=狂
lidw,1=粒
dhfs,1=挡
yyvh,1=盈
ubhc,1=寿
jnmx,1=禁
uipy,1=释
aizg,1=癌
moxb,1=磨
qihn,1=妻
llhg,1=赖
fhaw,1=访
skfx,1=扫
most,1=墨
jycw,1=敬
helb,1=贺
papv,1=爬
nins,1=妮
gjmh,1=杆
mznh,1=妹
ifud,2=沉
yuvs,1=予
bafh,1=拔
yhsl,1=央
gekw,1=咯
yuvv,1=羽
cusc,1=醋
jigl,1=籍
ueob,1=蛇
loiw,1=络
futd,1=赴
bnwh,1=斌
gemk,1=阁
gvmt,1=桂
vkok,1=召
gljh,1=钙
lhvd,1=狼
whuw,1=汪
mofh,1=抹
hecs,1=荷
yneg,1=隐
vhsf,1=掌
mgzh,1=孟
vefk,1=哲
hukp,1=呼
kvhv,1=亏
yipv,1=疑
yjuj,1=沿
hsun,1=鸿
xdum,1=湘
fugc,1=符
yurp,1=御
zpdc,1=尊
rgfp,1=扔
difp,1=抵
nqiv,1=纽
qncl,1=勤
uumg,1=述
quty,1=趣
yksv,1=耀
jxfq,1=截
yyls,1=映
ketj,1=壳
rupv,1=乳
qchh,1=巧
uarp,1=傻
gecv,1=葛
xmmm,1=闲
jxfh,1=捷
mlhg,1=迈
fzxd,1=废
qmgr,1=欠
lydt,1=凌
mkcd,1=茂
vlbv,1=宅
gutf,1=鼓
xnjj,1=鑫
jmuc,1=渐
ofks,1=嗯
bnbb,1=宾
lkfc,1=捞
qigl,1=崎
yknp,1=姚
zsib,1=综
tgyd,1=腾
bkrq,1=煲
vfec,1=阵
pkfp,1=抛
pums,1=朴
jcyw,1=胶
jyxw,1=惊
bips,1=鼻
luxv,1=鹿
lmcg,2=莲
ahls,1=昂
mzqc,1=煤
vjds,1=粘
pzbw,1=赔
tkpg,1=逃
jmxl,1=尖
wofs,1=握
tkuh,1=涛
iugo,1=触
soib,1=缩
fgjw,1=锋
vosf,1=卓
ncsu,1=尿
kshx,1=恐
jnvl,1=劲
iitd,1=赤
mxhq,1=灭
xccd,1=萧
blph,1=拜
wukh,1=唔
zjcl,1=暂
aikc,1=哎
vugd,1=筑
ypvz,1=孕
vimf,1=植
kplv,1=昆
qmpg,1=迁
qrld,1=犬
zabh,1=砸
zolp,1=昨
kofp,1=括
vuhg,1=逐
typd,1=廷
xddv,1=翔
jxer,1=阶
bjww,1=斑
thtx,1=塘
nunx,1=怒
wzhg,1=违
kdmh,1=框
wurh,1=伍
wzkr,1=唯
ljmd,1=栏
uusy,1=叔
fjqh,1=烦
jyvh,1=颈
pkqb,1=炮
hsgi,1=弘
hrip,1=缓
turg,1=途
ndnd,1=娘
mibo,1=蜜
xrch,1=轩
uuhd,1=束
jiiq,1=绩
dkdh,1=盗
fufh,1=扶
clzp,1=踩
wzkt,1=喂
tyws,1=亭
fjpt,1=番
mjul,1=漫
bflc,1=奔
thps,1=躺
dsmh,1=栋
fuyh,1=肤
lywr,1=玲
jibs,1=寄
hudf,1=糊
want,1=娃
ubdk,1=兽
biwb,1=碧
jyll,1=晶
didp,1=弟
qrdf,1=拳
dmsj,1=殿
nxul,1=涅
kofx,1=扩
cpcd,1=寸
liem,1=梨
yjwp,1=彦
vhbp,1=账
ytpg,1=岳
dsdh,1=冻
xpab,1=询
jick,1=辑
xmnd,1=嫌
qryl,1=劝
yplc,1=晕
dlkm,1=呆
tkmp,1=桃
ujpo,1=删
bist,1=壁
ybil,1=幼
mgvz,1=猛
srcx,1=蒜
xupl,1=旭
dvdv,1=兑
kdbx,1=矿
lbus,1=漏
angf,1=岸
fjpg,1=返
fuyp,1=腹
jmdy,1=肩
sewd,1=瑟
tizl,1=踢
dxbc,1=碟
wzgv,1=危
cjhh,1=残
lysr,1=龄
duux,1=渡
potv,1=坡
bnub,1=滨
yebs,1=爷
mglh,1=盟
yrcv,1=苑
uupv,1=鼠
xmfl,1=献
zjkp,1=咱
hjuv,1=涵
fjup,1=泛
rvjd,1=锐
mykn,1=鸣
iayd,1=叉
uivk,1=驶
mkll,1=冒
gkew,1=稿
cvrg,1=催
gurf,1=估
muct,1=墓
fghs,2=奉
gkwy,1=膏
vjus,1=沾
fuch,1=辅
povh,1=颇
qiwc,1=弃
qutx,1=趋
gpuw,1=滚
yhps,1=氧
sbvp,1=艘
tkub,1=淘
yjhg,1=艳
ljxh,1=懒
mcct,1=苗
wzcw,1=薇
fuup,1=浮
wuhk,1=吾
dutt,1=堵
huth,1=壶
vddn,1=妆
aoqq,1=熬
ytll,1=曰
vimf,2=枝
lsgd,1=笼
wjwg,1=弯
xmsg,1=馅
yigg,1=逸
dylv,1=鼎
vklo,1=昭
fgwg,1=逢
kjbg,1=砍
hfxx,1=恨
myjp,1=铭
yiwj,1=毅
faso,1=罚
udyl,1=霜
mcns,1=妙
wuyl,1=雾
hhmw,1=杭
xtcf,1=薛
tgcu,1=藤
yymb,1=樱
tjas,1=谭
wuuh,1=污
dolc,1=夺
lzct,1=蕾
tugd,1=兔
furl,1=伏
yudb,1=裕
mied,1=秘
vhew,1=障
jinh,1=姬
yoki,1=哟
fgzc,1=疯
bayy,1=霸
hvpj,1=毁
dpww,1=敦
zvsw,1=醉
yixi,1=怡
ujmr,1=闪
hphp,1=魂
xiec,1=稀
ihlv,1=畅
hjvs,1=函
vicd,1=芝
mzsp,1=酶
ilsm,1=柴
bimp,1=闭
ifhv,1=臣
qpdv,1=裙
hvir,1=绘
ikfx,1=抄
ifhd,1=辰
mltl,1=埋
iubv,1=础
vaum,1=渣
wakt,1=哇
dojm,1=朵
lyet,1=陵
jucm,1=菊
jxhd,1=戒
funx,1=妇
uobh,1=硕
furh,1=傅
pnhs,1=聘
ynvp,1=尹
djyl,1=胆
tkac,1=讨
ykfp,1=摇
jmfr,1=捡
xihq,1=熙
wzrd,1=伪
sifc,1=撕
fusw,1=覆
vlfw,1=摘
xmeg,1=陷
ufrl,1=伸
glmx,1=概
uyfw,1=摔
kjtg,1=坎
jivx,1=忌
vrbh,1=砖
yype,1=颖
qimc,1=棋
yyxn,1=鹰
jixh,2=暨
ghis,1=纲
iefs,1=扯
cidx,1=慈
subl,1=宿
vgfg,1=挣
lvjk,1=铝
whwv,1=亡
wobd,1=窝
qium,1=漆
iuhc,1=厨
hvfd,1=挥
xpzg,1=逊
pnbb,1=贫
yikg,1=遗
gwpo,1=刮
lnum,1=淋
qylq,1=晴
puad,1=谱
rjqp,1=燃
ypwb,1=韵
xwcb,1=辖
dmft,1=垫
hgrg,1=衡
hkhp,1=耗
qqpe,1=邱
zgbd,1=赠
iiss,1=齿
aiki,1=唉
jcip,1=缴
dppl,1=盾
hubx,1=忽
cbdh,1=凑
