dep,1=的
lzhh,1=雷
xmlh,1=显
buds,1=补
wahd,1=瓦
hjuv,1=汉
qyhv,1=轻
tjaq,1=谈
suhi,1=素
cjvp,1=参
ssmp,1=松
ukqh,1=烧
enkx,1=恩
dkrh,1=倒
ouhp,1=欧
ufrh,1=什
juvs,1=剧
lphr,1=轮
jrdv,1=卷
lgdr,1=冷
jydp,1=净
rsbk,1=容
tutt,1=土
lyrd,1=令
dhsv,1=党
tyrd,1=停
uipv,1=氏
uihd,2=示
jcps,1=角
yuwd,1=玉
tofp,1=托
tmpc,1=甜
uakr,1=啥
jqpv,1=九
lvdp,1=旅
makd,1=嘛
siii,1=丝
xcgd,1=笑
gehs,1=哥
iphl,1=春
jifh,1=技
khdu,1=康
lzcv,1=勒
bjmp,1=板
xqep,1=秀
clsh,1=财
qmps,1=千
wful,1=温
paxp,1=怕
xiis,1=细
cphh,1=存
yhvl,1=阳
vipl,1=智
xmvv,1=限
xwhd,2=夏
disg,1=迪
fjpv,1=翻
didd,1=底
llcm,1=莱
qcmp,1=桥
xcus,1=消
suhg,1=速
rvws,1=瑞
vihp,1=致
tlhu,1=泰
yurm,1=余
dkvd,1=导
iudv,1=初
drds,1=端
ugyp,1=胜
bzsy,1=背
yjhh,1=研
xupr,1=徐
yidd,2=义
vupm,1=朱
isdk,1=冲
txss,1=贴
fupd,1=复
uhrp,1=伤
spvs,1=孙
eebh,1=额
bzsr,1=贝
yjub,1=演
juvk,2=居
uidp,1=施
yelv,1=野
jqsl,1=旧
mkpc,1=猫
qndm,1=亲
ynvs,1=引
wuhd,1=武
xmpd,1=鲜
xipx,1=息
tsid,1=统
ljch,1=蓝
sitd,1=寺
jtdv,1=觉
lirh,1=例
lihd,1=丽
uapm,1=杀
lmih,1=练
jwrv,1=假
uefh,1=摄
lupl,1=鲁
uvsp,1=睡
wjhb,1=碗
yahd,1=压
uibt,1=室
bhmh,1=棒
thdk,1=唐
dphh,1=顿
jpvk,1=君
slbt,1=塞
gsbk,1=宫
lddv,1=亮
gkpk,1=告
xitk,1=喜
hjhh,1=韩
thdd,1=糖
qthp,1=确
mocd,1=莫
xdip,1=乡
xydd,1=兴
hemd,1=核
jwrt,1=佳
huhy,1=胡
ldhh,1=辆
gshv,1=功
ybhk,1=右
yndl,1=音
rsho,1=融
sacp,1=萨
bydu,1=冰
vusv,1=助
fjcv,1=范
ltsp,1=略
hlvd,1=孩
vkfv,1=招
xdpd,1=象
dyhs,1=丁
gldh,1=盖
uhsk,1=尚
whdw,1=望
wzhd,1=威
yjak,1=言
xuih,1=续
jmdh,1=减
zsbd,1=宗
xxap,1=谢
lock,1=落
xmvr,1=险
jwtk,1=嘉
fudd,1=府
uifp,1=势
xthh,1=雪
vvpg,1=追
jcyt,1=脚
jivh,1=既
uinv,1=始
vgdv,1=郑
vish,1=止
jxvh,1=届
ipih,1=纯
yudy,1=育
thst,1=堂
uwvs,1=刷
yyhh,1=硬
mkpv,1=毛
ysdd,1=永
lviv,1=绿
grpb,1=馆
srhv,1=酸
myrs,1=命
yird,1=依
lzsi,1=累
dltd,1=戴
jiud,1=济
dics,1=蒂
yuhd,1=雨
bzph,1=备
hyth,1=坏
jnvd,1=尽
jmrv,1=健
dgvh,1=登
qids,1=齐
dlpt,1=待
ksfb,1=控
mgcd,1=蒙
jtdv,2=决
cjsd,1=餐
vddh,1=状
gwft,1=挂
vihk,1=职
yahr,1=雅
godv,1=郭
bigv,1=笔
xwoh,1=虾
furh,1=付
gvsv,1=归
pyah,1=评
zeuv,1=泽
tczp,1=跳
nybs,1=宁
qiup,1=汽
vrsd,1=赚
vaqp,1=炸
jiek,1=积
dxzp,1=跌
ceus,1=测
yidh,1=益
jxmq,1=杰
guhp,1=故
uiat,1=诗
lrpv,1=乱
huhh,1=互
mjld,1=曼
ughh,1=盛
pasp,1=帕
vish,2=置
chcd,1=藏
gupk,1=谷
dumt,1=杜
ynpv,1=印
lddd,1=良
fupr,1=负
bmid,1=编
jddh,1=酱
viuh,1=汁
uipp,1=饰
tyhs,1=厅
xcdp,1=效
dyhh,1=顶
xmhd,1=咸
rrhp,1=软
vwfp,1=抓
ihkl,1=唱
vupt,1=猪
jxrc,1=借
vhds,1=章
lprr,1=伦
borp,1=伯
vddt,1=庄
drdp,1=断
ldum,1=梁
ihhp,1=厂
ssbm,1=宋
ckcs,1=草
svko,1=虽
hbhh,1=厚
wzen,1=委
jwls,1=甲
uipd,1=失
aitv,1=埃
yiad,1=议
jmgl,1=简
hvhx,1=惠
wzvh,1=卫
uiak,1=识
ujdk,1=善
fgth,1=封
bkql,1=爆
hwhs,2=划
nsdd,1=农
dkvp,1=刀
xikp,1=吸
furv,1=佛
jihs,2=击
muvd,1=母
uudq,1=熟
isdv,1=充
tvvg,1=退
ubrk,1=售
lusp,1=卢
xcjs,1=销
ikhy,1=朝
nswc,1=弄
aicd,1=艾
qrdp,1=券
zudp,1=族
munv,1=姆
xdkp,1=响
kukd,1=哭
jipx,1=急
mmpv,1=免
wzrh,1=伟
uuhr,1=输
jiid,1=继
qush,1=曲
lyvq,1=灵
hufd,1=护
tsds,1=痛
qdfr,1=抢
viip,1=纸
tlhx,1=态
yedd,1=夜
pkup,1=泡
mlhd,2=麦
qdth,1=墙
yjhp,1=严
wfep,1=稳
gusy,1=骨
upph,1=顺
rscm,1=荣
wuph,1=乌
khfd,1=抗
jwvm,1=架
uipg,1=适
vosm,1=桌
fghs,1=丰
vsjk,1=钟
krbv,1=宽
bkfp,1=抱
djvo,1=蛋
yicv,1=艺
dgqh,1=灯
wzss,1=围
whdx,1=忘
lyhd,1=零
yulg,1=遇
tvyv,1=腿
ufls,1=申
xclh,1=晓
pifh,1=批
vbvd,1=粥
zidi,1=兹
xddh,1=享
vefp,1=折
vlrh,1=债
djvd,1=弹
yidd,3=衣
luhk,1=露
bkcd,1=薄
jddn,1=姜
yehr,1=页
uved,1=税
bjpp,2=般
luvh,1=陆
hett,1=赫
wuvt,1=屋
bzrd,1=倍
diud,1=滴
spfk,1=损
jyca,1=警
mahv,1=码
dupo,1=独
clpp,1=彩
wjud,1=湾
xuph,1=须
nkyd,1=脑
kgtd,1=坑
hbrs,1=候
jyhp,1=静
lidv,1=礼
xivh,1=戏
fuvs,1=弗
kelh,1=颗
yehv,1=耶
luvu,1=录
djuq,1=淡
xivh,2=习
lihp,1=历
vafv,1=扎
nmrx,1=念
qqeq,1=秋
mhxd,1=忙
vgdh,1=症
qtpv,1=缺
lnsp,1=临
lchp,1=聊
yhds,2=羊
hhpd,1=航
jiiv,1=纪
jnsd,1=紧
tcfp,1=挑
cegd,1=策
qydd,1=庆
ubdd,1=瘦
hvuh,1=汇
vsip,1=终
jmsh,1=监
fzch,1=菲
cvyp,1=脆
rfrh,1=仁
kuck,1=苦
bypd,1=兵
jivh,2=际
djph,1=丹
gbmp,1=构
fush,1=幅
wfdh,1=闻
kddk,1=况
lhdy,1=朗
mawv,1=玛
irpp,1=船
bkrt,1=堡
hpul,1=混
ljqd,1=烂
yrsr,1=圆
bypd,2=饼
hwus,1=滑
vgps,1=争
blfs,1=摆
klsp,1=凯
lwrh,1=俩
jytd,1=境
jmrs,1=剑
wzvv,1=尾
lsvp,1=隆
dids,1=帝
igvd,1=承
dafc,1=搭
mnpp,1=敏
zltd,1=载
iddm,1=床
jtip,1=绝
jids,1=剂
ubbd,1=守
qmgh,1=签
gdpg,1=逛
jyhs,1=井
woup,1=沃
yibh,1=宜
dlrr,1=贷
dspd,1=冬
gjvp,1=敢
yubs,1=宇
nfnh,1=嫩
hohh,1=霍
dyah,1=订
bapv,1=爸
gyxv,1=怪
yuth,1=域
jxrs,1=介
jmmr,1=检
iiuv,1=池
jmjv,1=键
zvks,1=嘴
pzrp,1=佩
pzvd,1=陪
dvtr,1=堆
uyss,1=帅
yjvr,1=验
mces,1=秒
mibs,1=密
hsuc,1=洪
fupd,2=父
ihsd,1=尝
yahp,1=牙
tsmv,1=桶
ivkp,1=吹
nlnv,1=奶
xxct,1=鞋
nsud,1=浓
qidk,1=启
xxhv,1=协
kwzh,1=跨
xsvq,1=熊
madm,1=麻
rovv,1=弱
lmjh,1=链
dmsd,1=典
wzhs,1=韦
sjcp,1=散
ncph,1=鸟
bkpp,1=饱
chrv,1=仓
whlw,1=旺
husv,1=虎
jpvv,1=郡
hrkx,1=患
yhud,1=洋
yrhx,1=愿
vgcq,1=蒸
ybhd,2=尤
tbeg,1=透
duhd,1=毒
igkw,1=呈
jqhp,1=救
hrvp,1=欢
wups,1=舞
cers,1=侧
ufud,2=沈
dsct,1=董
tubd,1=突
jqbv,1=究
hvsd,1=辉
bips,1=币
mohm,1=末
yivc,1=异
midg,1=迷
gvpd,1=鬼
yiep,1=移
rpud,1=润
vudk,1=祝
pnfd,1=拼
mgcy,1=萌
qnhe,1=秦
sbfp,1=搜
clmh,1=材
jxhl,1=皆
nifv,1=拟
ksvv,1=孔
xrbh,1=宣
bofp,1=播
cicr,1=茨
modd,1=魔
zehr,1=责
jmdd,1=兼
pydh,1=瓶
xynp,1=姓
jnps,1=斤
yydd,1=赢
yeud,1=液
makh,1=骂
pztd,1=培
ufbs,1=审
ullh,1=晒
ufcv,1=甚
zues,1=租
toyd,1=脱
zvsh,1=罪
fgdv,1=冯
fuvr,1=附
hyxh,1=怀
lddd,2=凉
xiup,2=溪
yjsk,1=岩
pfkh,1=喷
vbud,1=洲
bhmd,1=榜
vuvd,2=驻
lzus,1=泪
xshr,1=雄
nanv,1=娜
zkhg,1=遭
yjpd,1=延
qivh,1=骑
xxpo,1=蟹
igpd,1=乘
ihll,1=昌
jxns,1=姐
guhh,1=顾
juhd,1=聚
uirv,1=似
grdd,2=冠
jmst,1=坚
qidp,1=旗
fjpv,2=犯
juhv,1=巨
vgph,1=征
gjch,1=甘
ynpp,1=饮
ikuh,1=潮
hsbd,1=宏
pmvd,1=骗
fzyv,1=肥
jnuv,1=津
hkdd,1=豪
ckhl,1=曹
tsdt,1=童
zorh,2=佐
qrpu,1=泉
qcps,1=乔
wzsy,1=胃
yird,2=仪
ysvp,1=勇
kuhp,1=酷
wzep,1=魏
dpkh,1=吨
gshp,1=攻
zfpx,1=怎
jiyp,1=肌
pyrv,1=凭
phyd,1=胖
pyvc,1=屏
jyjd,1=镜
nrlp,1=暖
jwhr,1=贾
dsus,1=洞
tuur,1=涂
udhd,1=爽
ynvy,1=阴
gjts,1=赶
nlhd,1=奈
vugs,1=竹
xnds,1=辛
tgdd,1=疼
clcd,1=蔡
fbhk,1=否
jprv,1=俊
pgyy,1=朋
xdgh,1=箱
ibfs,1=抽
zefv,1=择
niyh,1=腻
lvkk,1=吕
lvpv,1=律
ckfk,1=操
dbds,1=斗
hgxh,1=恒
suhe,1=酥
bhhv,1=邦
dbhh,1=豆
uiul,1=湿
zlrv,1=仔
vskx,1=忠
ghjs,1=钢
gevh,1=隔
kbfk,1=扣
sojs,1=锁
lics,1=莉
hlbk,1=害
dhms,1=档
idbh,1=窗
yupp,1=欲
pjup,1=潘
modf,1=摩
dlrd,1=袋
vfjh,2=针
tydd,1=庭
qdmr,1=枪
djfl,1=担
kfsy,1=肯
zisi,1=紫
vdfd,1=撞
ykkd,1=咬
xids,1=席
lkcp,1=劳
jmps,1=舰
gehd,1=戈
hpnp,1=婚
yjqq,1=炎
yalp,1=鸭
cafb,1=擦
wuak,1=误
tysh,1=町
jiup,1=激
hvhx,2=慧
pgtp,1=彭
gjyh,1=肝
juzh,1=距
igfs,1=撑
ufsy,1=肾
yjcq,1=燕
tmuh,1=添
ueph,1=射
vumd,2=柱
hjkh,1=喊
pgyp,1=鹏
wafb,1=挖
muep,1=穆
hjuh,1=汗
igah,1=诚
lhud,1=浪
jifd,1=挤
hbrv,1=侯
xsyp,1=胸
keds,1=刻
erhh,2=耳
mzmp,2=枚
jydv,1=竞
safc,1=撒
irks,1=串
mosh,1=默
xyhl,1=醒
bihg,1=逼
eerp,1=俄
bjfp,1=搬
viik,1=织
bmdg,1=遍
dgvv,1=邓
fjpd,2=凡
vifp,2=执
uurv,1=舒
ukes,1=稍
xmrs,1=仙
hkup,1=浩
anld,1=暗
xdad,1=详
lqmp,1=柳
jmdq,1=煎
svhd,1=碎
qsbp,1=穷
ykyh,1=腰
yjdh,1=颜
iafp,1=插
dpqh,1=炖
curz,1=促
vuwp,1=珠
tmth,1=填
ytxd,1=悦
yjqk,1=烟
uerk,1=舍
gbup,1=沟
xpap,1=训
xpvd,1=寻
yypg,1=迎
hvhq,1=灰
mucs,1=幕
jydv,2=竟
pujh,1=铺
hdpw,1=皇
ukiv,1=绍
fhcp,1=芳
ibvt,1=丑
yrtd,1=袁
jpce,1=菌
yhfv,1=扬
iabd,1=察
jidd,1=疾
vbhs,1=轴
xnpp,1=欣
zuds,1=祖
pnsh,1=频
fgpd,2=凤
cihs,1=刺
xush,1=虚
qmuh,1=潜
zhyd,1=脏
bihs,1=毕
lmdx,1=恋
ourl,1=偶
blmp,1=柏
vsrk,1=仲
tihl,1=替
eepp,1=饿
yivd,1=翼
cscx,1=葱
vfhd,2=震
dqpd,1=丢
mofc,1=摸
nlvp,1=乃
jcrq,1=焦
clph,1=猜
shvm,1=桑
tofp,2=拖
vffh,1=振
lhdv,1=郎
jxut,1=洁
iura,1=储
niuv,1=泥
xqrm,1=休
herh,2=盒
xmsr,1=贤
lysr,1=岭
aoup,1=澳
iumd,1=楚
jdcd,1=蒋
jwhd,1=夹
cuds,1=粗
nunp,1=努
hgmc,1=横
wups,2=午
bklu,1=暴
tjhs,1=碳
suap,1=诉
pjds,1=判
wfid,1=纹
ysfp,1=拥
pghd,1=碰
nkds,1=闹
qnwv,1=琴
lnwm,1=琳
lieu,1=黎
ximp,1=析
blsp,1=败
tbrr,1=偷
uhsr,1=赏
bjrd,1=伴
cvsh,1=崔
eehx,1=恶
jnhl,1=晋
rkih,1=绕
qmuh,2=浅
nlhh,1=耐
siev,1=私
kpsm,1=困
thuq,1=烫
xcsy,1=肖
yivv,3=乙
xyts,1=幸
moyc,1=膜
pfph,1=盆
jwvh,1=驾
ykpg,1=邀
tjfd,1=探
gusk,1=固
jnjp,1=锦
uusl,1=署
gvhp,1=轨
hjbd,1=寒
mcdh,1=庙
gwpd,1=瓜
mznc,1=媒
ueus,1=涉
zapm,1=杂
xcth,1=孝
wjpd,1=丸
tsjs,1=铜
vuat,1=诸
ilfp,1=拆
ifld,1=晨
tkvp,1=陶
ubfp,1=授
lcds,1=疗
ghsd,1=岗
jwnb,1=嫁
xuds,1=序
fzyh,1=肺
ugps,1=剩
gecs,1=革
ikks,1=吵
xddd,1=祥
yiav,1=译
rjum,1=染
yriv,1=缘
viyp,1=脂
tlyv,1=胎
vfwr,1=珍
bjfd,1=拌
puuh,1=浦
isoo,1=虫
phdp,1=旁
hups,1=乎
jmdp,1=剪
bivg,1=避
ceph,1=册
ffcp,1=芬
ytdv,1=阅
huud,1=沪
xijl,1=锡
xwkh,1=吓
kemh,1=柯
uacp,1=莎
tjtl,1=坦
ghsd,2=冈
tukt,1=吐
ihyv,1=肠
lxhq,1=烈
rfvx,1=忍
fhtd,1=坊
kdpw,1=狂
lidd,2=粒
dhfs,1=挡
yyvh,1=盈
ubhd,1=寿
jnmd,1=禁
uipv,2=释
aids,1=癌
modk,1=磨
qihn,1=妻
llhp,1=赖
fhad,1=访
skfv,1=扫
most,1=墨
jycp,1=敬
hevr,1=贺
papv,1=爬
ninv,1=妮
gjmh,1=杆
mznh,1=妹
ifud,2=沉
yuvs,1=予
bafh,1=拔
yhsd,1=央
gekp,1=咯
yuvv,1=羽
cuhc,1=醋
jigl,1=籍
ueob,1=蛇
loip,1=络
futd,1=赴
bndh,1=斌
gedk,1=阁
gvmt,1=桂
vkvk,1=召
gljh,1=钙
lhpd,1=狼
whuw,1=汪
mofh,1=抹
hecs,1=荷
ynvp,1=隐
vhsf,1=掌
mgvh,1=孟
vefk,1=哲
hukp,1=呼
kvhv,1=亏
yipv,1=疑
yjup,1=沿
hsuh,1=鸿
xdum,1=湘
fugd,1=符
yupp,2=御
zpdd,1=尊
rgfv,1=扔
difp,1=抵
nqiv,1=纽
qncv,1=勤
uumg,1=述
qutd,2=趣
yksv,1=耀
jxtd,1=截
yyls,1=映
ketv,1=壳
rupv,1=乳
qchh,1=巧
uarp,1=傻
gecv,1=葛
xmdm,1=闲
jxfh,1=捷
mlhg,1=迈
fzdd,1=废
qmpr,1=欠
lydt,1=凌
mkcd,1=茂
vlbv,1=宅
guth,1=鼓
xnjj,1=鑫
jmuh,2=渐
ofkk,1=嗯
bnbd,1=宾
lkfc,1=捞
qish,1=崎
yknp,1=姚
zsib,1=综
tgyd,1=腾
bkrq,1=煲
vfvh,1=阵
pkfp,1=抛
pums,1=朴
jcyd,1=胶
jyxd,1=惊
bips,2=鼻
ludv,1=鹿
lmcg,1=莲
ahls,1=昂
mzqc,1=煤
vjds,2=粘
pzsd,1=赔
tkpg,1=逃
jmsd,1=尖
wofv,1=握
tkuh,1=涛
iupo,1=触
soib,1=缩
fgjp,1=锋
voss,1=卓
ncvu,1=尿
kshx,1=恐
jnvv,1=劲
iitd,1=赤
mxhq,1=灭
xccd,1=萧
blph,1=拜
wukh,1=唔
zjhl,1=暂
aikc,1=哎
vugd,1=筑
ypvh,1=孕
vimh,1=植
kplv,1=昆
qmpg,1=迁
qrhd,1=犬
zahh,1=砸
zolp,1=昨
kofp,1=括
vuhg,1=逐
typd,1=廷
xddv,1=翔
jxvr,1=阶
bjwd,2=斑
thtd,1=塘
nunx,1=怒
wzhg,1=违
kdmh,1=框
wurh,1=伍
wzkr,1=唯
ljmd,1=栏
uusv,1=叔
fjqh,1=烦
jyvh,1=颈
pkqp,1=炮
hsvv,1=弘
hrip,1=缓
turg,1=途
ndnd,1=娘
mibo,1=蜜
xrhh,1=轩
uuhd,1=束
jiih,1=绩
dkdh,1=盗
fufh,1=扶
clzp,1=踩
wzks,1=喂
tyds,1=亭
fjph,1=番
mjul,1=漫
bfhc,1=奔
thps,1=躺
dsmh,1=栋
fuyh,1=肤
lywr,1=玲
jibs,1=寄
hudh,1=糊
want,1=娃
ubdk,1=兽
biwk,1=碧
jyll,1=晶
didp,1=弟
qrdf,1=拳
dmvp,1=殿
nxul,1=涅
kofd,1=扩
cphd,1=寸
liem,1=梨
yjdp,1=彦
vhsp,1=账
ytps,1=岳
dsdh,1=冻
xpap,2=询
jihk,1=辑
xmnd,1=嫌
qrvv,1=劝
ypls,1=晕
dlkm,1=呆
tkmp,1=桃
ujps,1=删
bivt,1=壁
ybiv,1=幼
mgpv,1=猛
srcd,1=蒜
xupl,1=旭
dvdv,1=兑
kdhd,1=矿
lbuv,1=漏
anss,1=岸
fjpg,1=返
fuyp,1=腹
jmdy,1=肩
sewp,1=瑟
tizl,1=踢
dxhc,1=碟
wzpv,1=危
cjhh,1=残
lysr,2=龄
duud,1=渡
potv,1=坡
bnub,1=滨
yeps,1=爷
mglh,1=盟
yrcv,1=苑
uupv,1=鼠
xmhh,1=献
zjkp,1=咱
hjuv,2=涵
fjup,1=泛
rvjd,1=锐
mykp,1=鸣
iavd,1=叉
uivk,1=驶
mklh,1=冒
gked,1=稿
cvrs,1=催
gurh,1=估
muct,1=墓
fghs,2=奉
gkdy,1=膏
vjus,1=沾
fuhh,1=辅
povh,1=颇
qidc,1=弃
quth,1=趋
gpud,1=滚
yhps,1=氧
sbpp,1=艘
tkup,1=淘
yjhp,2=艳
ljxh,1=懒
mcch,1=苗
wzcd,1=薇
fuup,1=浮
wuhk,1=吾
dutt,1=堵
huth,1=壶
vddn,1=妆
aohq,1=熬
ytlh,1=曰
vimh,2=枝
lsgd,1=笼
wjdv,1=弯
xmpp,1=馅
yipg,1=逸
dysv,1=鼎
vklv,1=昭
fgpg,1=逢
kjhp,1=砍
hfxv,1=恨
myjp,1=铭
yidp,1=毅
fass,1=罚
udhh,1=霜
mcns,1=妙
wuhp,1=雾
hhmd,1=杭
xtcs,1=薛
tgcu,1=藤
yyms,1=樱
tjah,1=谭
wuuh,1=污
dohd,1=夺
lzch,1=蕾
tupd,1=兔
furh,2=伏
yudp,1=裕
miex,1=秘
vhvd,1=障
jinh,1=姬
yoki,1=哟
fgdd,1=疯
bahy,1=霸
hvpp,1=毁
dpdp,1=敦
zvhd,1=醉
yixv,1=怡
ujdr,1=闪
hphp,1=魂
xiep,1=稀
ihlv,1=畅
hjvs,1=函
vicd,1=芝
mzhp,1=酶
ilsm,1=柴
bidp,1=闭
ifhv,1=臣
qpdv,1=裙
hvir,1=绘
ikfs,1=抄
ifhd,1=辰
mltl,1=埋
iuhv,1=础
vaum,1=渣
wakt,1=哇
dopm,1=朵
lyvt,1=陵
jucm,1=菊
jxhd,1=戒
funv,1=妇
uohh,1=硕
furh,3=傅
pnhs,1=聘
ynvp,2=尹
djyl,1=胆
tkah,1=讨
ykfp,1=摇
jmfr,1=捡
xihq,1=熙
wzrd,2=伪
sifc,1=撕
fuhd,2=覆
vlfd,1=摘
xmvp,1=陷
ufrl,1=伸
glmv,1=概
uyfd,1=摔
kjtp,1=坎
jivx,1=忌
vrhh,2=砖
yyph,1=颖
qimc,1=棋
yydh,2=鹰
jivh,4=暨
ghis,1=纲
iefs,1=扯
cidx,1=慈
subl,1=宿
vgfp,1=挣
lvjk,1=铝
whdv,1=亡
wobd,1=窝
qium,1=漆
iuhd,1=厨
hvfd,1=挥
xpvg,1=逊
pnpr,1=贫
yikg,1=遗
gwps,1=刮
lnum,1=淋
qylh,1=晴
puad,1=谱
rjqp,1=燃
ypdp,1=韵
xwhb,1=辖
dmft,1=垫
hgpp,1=衡
hkhp,1=耗
qqpv,1=邱
zgsd,1=赠
iiss,1=齿
aikv,1=唉
jcip,1=缴
dpph,1=盾
hupx,1=忽
cbdh,1=凑
nidg,1=逆
lcdp,1=廖
anrh,1=俺
zrjs,1=钻
xrdi,1=玄
mzvh,1=眉
iivg,1=迟
uips,1=狮
gkdd,1=糕
gshr,1=贡
qqph,1=丘
gvmh,1=柜
gsvv,1=弓
dipp,2=敌
tlfv,1=抬
quvh,1=驱
grxv,1=惯
wzas,1=谓
jmch,1=荐
rbvm,1=柔
bofv,1=拨
cvvs,1=翠
dopp,1=躲
xxrd,1=斜
qmhs,1=牵
grpc,1=罐
tjfv,1=摊
jipd,2=祭
xdcv,1=巷
tazu,1=踏
dush,1=督
xipx,2=悉
ibpd,1=臭
gebs,1=割
yunk,1=娱
pifv,1=披
luqd,1=炉
didg,1=递
xxfr,1=携
pchp,1=飘
issd,1=崇
bosd,1=卜
mupp,1=牧
xihd,1=袭
pcuh,1=漂
bafp,1=扒
lqdh,1=瘤
eepp,2=鹅
duyt,1=肚
uydd,1=衰
vkpd,1=兆
mmmp,1=棉
ludv,2=禄
zakp,1=咋
hbpr,1=猴
pycs,1=萍
qypv,1=卿
ibgd,1=筹
ytzp,1=跃
vddt,2=壮
pgfh,1=捧
lddd,3=粮
dcks,1=吊
kvht,1=奎
ypvv,1=允
bkpp,2=鲍
hriv,1=幻
xyhs,1=刑
ufxh,1=慎
cjxv,1=惨
tofh,1=拓
zlbq,1=灾
fgip,1=缝
kudd,1=裤
cofc,1=措
pull,1=曝
sudt,1=塑
hedp,1=鹤
xpvg,2=巡
ysuv,1=涌
iovh,1=戳
kptl,1=坤
gakc,1=噶
xwhd,3=霞
mkpr,1=贸
jypv,1=径
rrvh,1=阮
ujdh,1=扇
jcuh,1=浇
horq,1=伙
svdg,1=遂
lxhd,1=裂
lcvg,1=辽
njmh,1=楠
jmsj,1=鉴
xskv,1=兄
wgph,1=翁
xncx,1=芯
ybsv,1=邮
lvsx,1=虑
isbd,1=宠
poun,1=婆
pihv,1=匹
gvpv,1=龟
fhrd,1=仿
cltd,1=裁
cshd,1=聪
bzhp,1=碑
uepk,1=舌
jcms,1=椒
xtbd,1=穴
qcds,1=敲
xmvd,1=弦
uahs,1=砂
quhn,1=娶
fudr,1=腐
tynd,1=婷
thtk,1=趟
yurg,1=逾
jmgs,1=箭
qiwc,1=琪
ykpg,2=遥
mucx,1=慕
mhcv,1=芒
kwhv,1=夸
iphk,1=唇
hupp,1=狐
zuvs,1=阻
loos,1=螺
gbpd,1=勾
ghph,1=缸
lmqh,1=炼
neas,1=讷
lihv,1=励
mlyd,1=脉
yurx,1=愈
mbac,1=谋
ljgh,1=篮
yipp,1=役
jufh,1=拒
pyth,1=坪
zsir,1=纵
vfsr,1=贞
veuf,1=浙
bjtp,1=坂
ytpv,1=粤
dbfd,1=抖
ffip,1=纷
bohv,1=勃
tjth,1=坛
xrsx,1=悬
vits,1=址
byhd,1=丙
hfpv,2=狠
quum,1=渠
bzks,1=呗
uahd,1=厦
xwrh,1=侠
dxoc,1=蝶
hvps,1=徽
lzhk,1=磊
ukpd,1=勺
ieph,1=彻
yycd,2=莹
hsoh,1=虹
jnuv,2=浸
dcjp,1=钓
surp,1=俗
dpzd,1=蹲
xxhv,2=邪
vlbh,1=窄
sjrs,1=伞
jngp,1=筋
zzsh,1=贼
vsyk,1=肿
ujmp,1=杉
dysh,2=盯
uypv,1=甩
dxpd,1=爹
guck,1=菇
jurs,1=俱
lqup,1=溜
gyfk,1=拐
chpr,1=舱
hgds,1=亨
qyrh,1=倾
fjpi,1=繁
jidg,1=迹
tphk,1=吞
yjbn,1=宴
vbpd,1=舟
vlbm,1=寨
mudh,1=亩
rvsh,1=睿
xmbv,1=宪
vftp,1=圳
fgmp,1=枫
qyph,1=氢
wohs,1=卧
nhhd,1=囊
qmad,1=谦
bnmp,1=彬
xrdp,2=旋
yuhv,1=郁
tsms,1=桐
mksl,1=帽
pycs,2=苹
yimh,1=椅
yixv,2=忆
hdcv,1=荒
fjsp,1=帆
uuus,1=淑
nodh,1=糯
wfod,1=蚊
xuit,1=绪
recx,1=惹
lmdd,1=廉
vfar,1=诊
zbpv,1=邹
ibex,1=愁
ziud,1=滋
qihd,1=契
ckmh,1=槽
gunh,1=姑
mucp,1=募
dcpr,1=雕
dakh,1=哒
wfkp,1=吻
vjcq,1=蘸
djlh,1=旦
jrfk,1=捐
phdd,1=庞
qdyb,1=腔
cidd,1=瓷
uruv,1=涮
xpvg,3=迅
fuhp,1=敷
iefd,1=撤
wupp,3=勿
xwsb,1=瞎
qwxr,1=恰
uirt,1=仕
lqhd,1=硫
ruun,1=汝
xsps,1=凶
lndd,1=麟
guvp,1=孤
dust,1=赌
dkep,1=稻
jpvv,2=骏
xpkv,1=勋
quvs,1=屈
bats,1=坝
eehv,1=厄
fgop,1=蜂
rsck,1=蓉
tkfp,1=掏
nxfl,1=捏
txss,2=帖
zidn,1=姿
godd,1=裹
bivy,1=臂
pufs,1=扑
wfhd,1=雯
qnjp,1=钦
zidk,1=咨
qimh,1=栖
ybxh,1=忧
ujwp,1=珊
igmv,1=橙
ifst,1=尘
lrpv,2=卵
lnrv,1=邻
dbhg,1=逗
bipv,1=彼
fznv,1=妃
iphd,1=醇
jxfl,1=揭
farh,1=伐
dhcp,1=荡
xppp,1=循
nqfv,1=扭
gruc,1=灌
ukvv,1=邵
xntl,1=馨
qipt,1=鳍
qnrv,1=侵
mhdh,1=盲
tjuh,1=潭
yith,1=壹
fuhh,2=辐
qswd,1=琼
mfdx,1=闷
dxvh,1=叠
cipd,1=辞
mkcp,1=茅
iftp,1=趁
lyjr,1=铃
yacp,1=芽
rsub,1=溶
fucd,1=芙
jtkp,1=嚼
ujdp,1=衫
ivph,1=垂
yiud,1=溢
heem,1=禾
bjph,1=颁
vjhp,1=斩
bzsx,1=悲
gvzp,1=跪
dipq,1=狄
yidk,1=裔
yknp,2=妖
aipe,1=矮
vlds,1=斋
sauh,1=洒
fjch,1=藩
jcnp,1=娇
keml,1=棵
uuvd,3=疏
jwjl,1=钾
